MONTH,STORECODE,QTY,VALUE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M1,P7,21,124,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P10,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DWARKA INDUSTRIES,MALAI,MALAI
M1,P10,124,1068,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P10,25,275,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P10,43,295,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P10,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M1,P10,9,45,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M1,P10,3,30,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P10,283,2097,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M1,P10,39,195,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M1,P8,29,240,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,FENA,FENA,FENA
M1,P8,3,45,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HENKEL INDIA LTD,HENKO,HENKO STAIN CHAMP
M1,P8,161,1617,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P8,36,640,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P8,86,445,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P8,21,105,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,MAHILA GRIHA UDYOG,SASA,SASA
M1,P8,10,100,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P8,39,195,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M1,P9,105,916,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M1,P9,18,247,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,P9,3,19,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,P9,4,19,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,NIRMA LIMITED,NIRMA,NIRMA WHITE
M1,P9,2,19,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M1,P9,12,116,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,ROHIT SURFACTANTS PVT.LTD,GHADI,GHADI
M1,P9,13,63,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M3,P1,63,630,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P1,8,80,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P1,33,165,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P1,100,500,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M3,P1,24,144,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P2,80,770,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P2,20,612,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P2,22,111,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P2,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M3,P2,35,309,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P3,251,2258,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P3,42,817,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P3,5,52,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M3,P3,156,962,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P3,72,362,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M3,P3,34,292,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P3,21,103,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M3,P4,13,130,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,FENA,FENA,FENA
M3,P4,4,40,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HARSH CLEAN DHAN PVT LTD,WOOSH,WOOSH
M3,P4,257,2337,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P4,79,888,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P4,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M3,P4,156,817,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P4,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,LAXMI INTERNATIONAL,FOARAN,FOARAN
M3,P4,157,786,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,MAHILA GRIHA UDYOG,SASA,SASA
M3,P4,8,40,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P4,27,270,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,ROHIT SURFACTANTS PVT.LTD,GHADI,GHADI
M3,P4,89,445,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M3,P5,96,595,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P5,78,775,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P5,132,1034,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P5,54,422,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P5,17,166,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SABASH MARKETING PVT LTD,TWINKLE,TWINKLE
M3,P5,60,538,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M3,P6,120,1200,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P6,27,271,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P6,34,169,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P6,3,15,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M3,P6,2,12,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P7,152,1519,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P7,63,631,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P7,5,52,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M3,P7,117,1081,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P7,49,243,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,NIRMA LIMITED,NIRMA,NIRMA WHITE
M3,P7,3,31,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P7,156,781,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHAMROCK CHEMIE PVT LTD,YES,YES
M3,P10,4,21,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DWARKA INDUSTRIES,MALAI,MALAI
M3,P10,16,155,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P10,9,93,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P10,12,62,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P10,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M3,P10,12,62,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M3,P10,7,41,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P10,336,2403,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M3,P10,11,57,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M3,P8,29,280,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,FENA,FENA,FENA
M3,P8,10,401,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HENKEL INDIA LTD,HENKO,HENKO STAIN CHAMP
M3,P8,136,1345,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P8,79,1312,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P8,47,270,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P8,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,MAHILA GRIHA UDYOG,SASA,SASA
M3,P8,18,96,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P8,44,220,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M3,P9,117,1023,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M3,P9,21,450,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M3,P9,2,17,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M3,P9,1,6,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,NIRMA LIMITED,NIRMA,NIRMA WHITE
M3,P9,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M3,P9,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,ROHIT SURFACTANTS PVT.LTD,GHADI,GHADI
M3,P9,16,78,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M2,P1,49,490,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P1,9,90,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P1,16,80,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P1,176,882,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M2,P1,27,190,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P2,88,897,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P2,42,578,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P2,16,82,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P2,9,68,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M2,P2,33,310,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P3,148,1712,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P3,50,695,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P3,10,96,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M2,P3,95,823,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P3,65,326,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M2,P3,13,128,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P3,9,43,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M2,P4,10,103,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,FENA,FENA,FENA
M2,P4,4,41,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HARSH CLEAN DHAN PVT LTD,WOOSH,WOOSH
M2,P4,259,2330,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P4,95,1052,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P4,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M2,P4,164,854,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P4,0,0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,LAXMI INTERNATIONAL,FOARAN,FOARAN
M2,P4,158,790,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,MAHILA GRIHA UDYOG,SASA,SASA
M2,P4,9,62,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P4,37,372,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,ROHIT SURFACTANTS PVT.LTD,GHADI,GHADI
M2,P4,58,289,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M2,P5,67,363,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P5,53,533,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P5,158,1138,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P5,44,374,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P5,75,460,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M2,P6,53,446,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P6,9,231,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P6,10,48,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P6,55,273,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M2,P6,33,324,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P7,243,2432,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P7,25,377,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P7,140,853,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P7,89,446,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,NIRMA LIMITED,NIRMA,NIRMA WHITE
M2,P7,63,316,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PRABHA INDUSTRIES,PRABHA,PRABHA
M2,P7,6,39,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P7,16,78,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHAMROCK CHEMIE PVT LTD,YES,YES
M2,P10,18,90,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DWARKA INDUSTRIES,MALAI,MALAI
M2,P10,44,408,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P10,24,270,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P10,12,120,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P10,1,10,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PATANJALI AYURVED LTD,PATANJALI,PATANJALI
M2,P10,1,5,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,POWER SOAPS LIMITED,ACTIVE POWER,ACTIVE POWER
M2,P10,9,90,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P10,202,1501,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SARAS INDUSTRIES,SARAS,SARAS
M2,P10,47,235,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M2,P8,32,270,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,FENA,FENA,FENA
M2,P8,3,45,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HENKEL INDIA LTD,HENKO,HENKO STAIN CHAMP
M2,P8,160,1621,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P8,35,625,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P8,77,400,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P8,20,100,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,MAHILA GRIHA UDYOG,SASA,SASA
M2,P8,9,90,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
M2,P8,44,220,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
M2,P9,118,1200,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
M2,P9,22,344,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M2,P9,9,72,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M2,P9,12,62,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,NIRMA LIMITED,NIRMA,NIRMA WHITE
M2,P9,9,93,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,PROCTER & GAMBLE,TIDE,TIDE
